geoid,name,state,source_id,median_permitting_timeline,pctile_1,pctile_10,pctile_25,pctile_50,pctile_75,pctile_90,pctile_95,data_source,num_records,population,year
4613220,Colman city,South Dakota,,,,,,,,,,,,838,
2418850,Colmar Manor town,Maryland,,,,,,,,,,,,1516,
4816048,Colmesneil city,Texas,,,,,,,,,,,,728,
1915240,Colo city,Iowa,,,,,,,,,,,,838,
2712664,Cologne city,Minnesota,,,,,,,,,,,,2086,
2617320,Coloma city,Michigan,,,,,,,,,,,,1171,
5516375,Coloma village,Wisconsin,,,,,,,,,,,,524,
4613300,Colome city,South Dakota,,,,,,,,,,,,399,
2617360,Colon village,Michigan,,,,,,,,,,,,1391,
3110005,Colon village,Nebraska,,,,,,,,,,,,115,
1715664,Colona city,Illinois,,,,,,,,,,,,5404,
5118400,Colonial Beach town,Virginia,,,,,,,,,,,,3895,
5118448,Colonial Heights city,Virginia,763,,,,,,,,,,,18158,
3617332,Colonie village,New York,,,,,,,,,,,,7767,
2014950,Colony city,Kansas,,,,,,,,,,,,358,
116684,Colony town,Alabama,,,,,,,,,,,,257,
4016400,Colony town,Oklahoma,,,,,,,,,,,,151,
414870,Colorado City town,Arizona,,,,,,,,,,,,2628,
48089,Colorado County,Texas,,,,,,,,,,,,11348,
1715807,Colp village,Illinois,,,,,,,,,,,,234,
1318000,Colquitt city,Georgia,,,,,,,,,,,,2131,
13071,Colquitt County,Georgia,,,,,,,,,,,,28399,
2501114885,Colrain town,Massachusetts,,,,,,,,,,,,1740,
3016525,Colstrip city,Montana,,,,,,,,,,,,2327,
514950,Colt city,Arkansas,,,,,,,,,,,,449,
4613380,Colton city,South Dakota,,,,,,,,,,,,769,
3608917409,Colton town,New York,,,,,,,,,,,,1307,
5313890,Colton town,Washington,,,,,,,,,,,,340,
3402514560,Colts Neck township,New Jersey,,,,,,,,,,,,9969,
4215384,Columbia borough,Pennsylvania,1045,,,,,,,,,,,10203,
1715833,Columbia city,Illinois,,,,,,,,,,,,11036,
2116750,Columbia city,Kentucky,,,,,,,,,,,,4811,
2815340,Columbia city,Mississippi,,,,,,,,,,,,5831,
4613420,Columbia city,South Dakota,,,,,,,,,,,,173,
4716540,Columbia city,Tennessee,,,,,,,,,,,,42474,
1814716,Columbia City city,Indiana,,,,,,,,,,,,9478,
4114750,Columbia City city,Oregon,,,,,,,,,,,,1773,
5027,Columbia County,Arkansas,,,,,,,,,,,,9236,
36021,Columbia County,New York,,,,,,,,,,,,49602,
41009,Columbia County,Oregon,,,,,,,,,,,,22716,
53013,Columbia County,Washington,,,,,,,,,,,,1389,
55021,Columbia County,Wisconsin,,,,,,,,,,,,25690,
3016600,Columbia Falls city,Montana,,,,,,,,,,,,5435,
2302913820,Columbia Falls town,Maine,,,,,,,,,,,,398,
116744,Columbia town,Alabama,,,,,,,,,,,,805,
911016400,Columbia town,Connecticut,2094,,,,,,,,,,,5280,
2216830,Columbia town,Louisiana,,,,,,,,,,,,341,
2302913750,Columbia town,Maine,,,,,,,,,,,,566,
3300713940,Columbia town,New Hampshire,,,,,,,,,,,,692,
3604317431,Columbia town,New York,,,,,,,,,,,,1560,
3713940,Columbia town,North Carolina,,,,,,,,,,,,560,
3906116882,Columbia township ,Ohio,,,,,,,,,,,,4273,
116768,Columbiana city,Alabama,,,,,,,,,,,,4552,
3917036,Columbiana city,Ohio,,,,,,,,,,,,6688,
39029,Columbiana County,Ohio,,,,,,,,,,,,58556,
2617460,Columbiaville village,Michigan,,,,,,,,,,,,774,
816385,Columbine Valley town,Colorado,,,,,,,,,,,,1928,
1814734,Columbus city,Indiana,,,,,,,,,,,,50896,
2015075,Columbus city,Kansas,,,,,,,,,,,,2922,
2116768,Columbus city,Kentucky,,,,,,,,,,,,188,
2712718,Columbus city,Minnesota,,,,,,,,,,,,4180,
2815380,Columbus city,Mississippi,,,,,,,,,,,,23896,
3110110,Columbus city,Nebraska,,,,,,,,,,,,24035,
3815460,Columbus city,North Dakota,,,,,,,,,,,,66,
5516450,Columbus city,Wisconsin,,,,,,,,,,,,5481,
1915375,Columbus City city,Iowa,,,,,,,,,,,,274,
3904118010,Columbus City township,Ohio,,,,,,,,,,,,7633,
37047,Columbus County,North Carolina,,,,,,,,,,,,36413,
3918014,Columbus Grove village,Ohio,,,,,,,,,,,,1678,
3016825,Columbus town,Montana,,,,,,,,,,,,1932,
3601717486,Columbus town,New York,,,,,,,,,,,,939,
3713980,Columbus town,North Carolina,,,,,,,,,,,,1087,
1715846,Columbus village,Illinois,,,,,,,,,,,,106,
3517050,Columbus village,New Mexico,,,,,,,,,,,,1281,
5314170,Colville city,Washington,,,,,,,,,,,,4927,
1915465,Colwell city,Iowa,,,,,,,,,,,,62,
2015100,Colwich city,Kansas,,,,,,,,,,,,1513,
4215432,Colwyn borough,Pennsylvania,,,,,,,,,,,,2849,
4016450,Comanche city,Oklahoma,,,,,,,,,,,,1635,
20033,Comanche County,Kansas,,,,,,,,,,,,466,
40031,Comanche County,Oklahoma,,,,,,,,,,,,20001,
48093,Comanche County,Texas,,,,,,,,,,,,6730,
4816216,Combine city,Texas,,,,,,,,,,,,2609,
5516500,Combined Locks village,Wisconsin,,,,,,,,,,,,3620,
1319084,Comer city,Georgia,,,,,,,,,,,,1810,
72045,ComerÃ­o Municipio,Puerto Rico,,,,,,,,,,,,18817,
7219665,Comerío zona urbana,Puerto Rico,,,,,,,,,,,,3656,
2712772,Comfrey city,Minnesota,,,,,,,,,,,,370,
614974,Commerce city,California,,,,,,,,,,,,12253,
1319112,Commerce city,Georgia,,,,,,,,,,,,7391,
4016500,Commerce city,Oklahoma,,,,,,,,,,,,2302,
2915760,Commerce village,Missouri,,,,,,,,,,,,154,
3918070,Commercial Point village,Ohio,,,,,,,,,,,,3033,
3401114710,Commercial township,New Jersey,,,,,,,,,,,,4702,
2815500,Como town,Mississippi,,,,,,,,,,,,1570,
3714060,Como town,North Carolina,,,,,,,,,,,,85,
4816252,Como town,Texas,,,,,,,,,,,,560,
1715989,Compton village,Illinois,,,,,,,,,,,,247,
2607717680,Comstock charter township,Michigan,2434,,,,,,,,,,,15229,
2712862,Comstock city,Minnesota,,,,,,,,,,,,75,
3110180,Comstock village,Nebraska,,,,,,,,,,,,99,
7219837,Comunas comunidad,Puerto Rico,,,,,,,,,,,,3005,
2915922,Conception Junction town,Missouri,,,,,,,,,,,,198,
48095,Concho County,Texas,,,,,,,,,,,,1218,
5314310,Concoy town,Washington,,,,,,,,,,,,199,
1319168,Concord city,Georgia,,,,,,,,,,,,442,
2116894,Concord city,Kentucky,,,,,,,,,,,,12,
515100,Concord town,Arkansas,,,,,,,,,,,,112,
3602917585,Concord town,New York,,,,,,,,,,,,8313,
5000915250,Concord town,Vermont,,,,,,,,,,,,1189,
4201915480,Concord township,Pennsylvania,1960,,,,,,,,,,,1333,
4204515488,Concord township,Pennsylvania,,,,,,,,,,,,18181,
1716054,Concord village,Illinois,,,,,,,,,,,,156,
2617740,Concord village,Michigan,,,,,,,,,,,,1177,
3110250,Concord village,Nebraska,,,,,,,,,,,,171,
2015200,Concordia city,Kansas,,,,,,,,,,,,5080,
2916102,Concordia city,Missouri,,,,,,,,,,,,2390,
22029,Concordia Parish,Louisiana,,,,,,,,,,,,18677,
5314380,Concrete town,Washington,,,,,,,,,,,,792,
4613700,Conde city,South Dakota,,,,,,,,,,,,129,
4115000,Condon city,Oregon,,,,,,,,,,,,697,
1035,Conecuh County,Alabama,,,,,,,,,,,,7340,
8021,Conejos County,Colorado,,,,,,,,,,,,3962,
4207115592,Conestoga township,Pennsylvania,,,,,,,,,,,,3904,
3605117618,Conesus town,New York,,,,,,,,,,,,1653,
1915645,Conesville city,Iowa,,,,,,,,,,,,467,
3609517651,Conesville town,New York,,,,,,,,,,,,711,
3918266,Conesville village,Ohio,,,,,,,,,,,,205,
3714200,Conetoe town,North Carolina,,,,,,,,,,,,671,
4200115632,Conewago township,Pennsylvania,,,,,,,,,,,,7847,
4204315640,Conewago township,Pennsylvania,,,,,,,,,,,,2968,
4213315656,Conewago township,Pennsylvania,,,,,,,,,,,,8552,
3600917684,Conewango town,New York,,,,,,,,,,,,2144,
4212315672,Conewango township,Pennsylvania,,,,,,,,,,,,3417,
2916115,Coney Island village,Missouri,,,,,,,,,,,,38,
4215680,Confluence borough,Pennsylvania,,,,,,,,,,,,596,
2712952,Conger city,Minnesota,,,,,,,,,,,,106,
1716119,Congerville village,Illinois,,,,,,,,,,,,710,
3918308,Congress village,Ohio,,,,,,,,,,,,106,
3600717772,Conklin town,New York,,,,,,,,,,,,4999,
3918350,Conneaut city,Ohio,,,,,,,,,,,,12372,
4215744,Conneaut Lake borough,Pennsylvania,,,,,,,,,,,,510,
4215760,Conneautville borough,Pennsylvania,,,,,,,,,,,,745,
4215776,Connellsville city,Pennsylvania,,,,,,,,,,,,7004,
3714280,Connelly Springs town,North Carolina,,,,,,,,,,,,2355,
1814932,Connersville city,Indiana,,,,,,,,,,,,13395,
4215808,Connoquenessing borough,Pennsylvania,,,,,,,,,,,,647,
4201915816,Connoquenessing township,Pennsylvania,,,,,,,,,,,,4212,
4207115824,Conoy township,Pennsylvania,,,,,,,,,,,,3340,
3601117849,Conquest town,New York,,,,,,,,,,,,1984,
1915825,Conrad city,Iowa,,,,,,,,,,,,1234,
3017275,Conrad city,Montana,,,,,,,,,,,,2640,
5516775,Conrath village,Wisconsin,,,,,,,,,,,,81,
4215848,Conshohocken borough,Pennsylvania,,,,,,,,,,,,9182,
3603317871,Constable town,New York,,,,,,,,,,,,1577,
3617882,Constableville village,New York,,,,,,,,,,,,307,
3607517904,Constantia town,New York,,,,,,,,,,,,4799,
2617840,Constantine village,Michigan,,,,,,,,,,,,2214,
3918504,Continental village,Ohio,,,,,,,,,,,,1299,
56009,Converse County,Wyoming,,,,,,,,,,,,4518,
1814986,Converse town,Indiana,,,,,,,,,,,,967,
2217215,Converse village,Louisiana,,,,,,,,,,,,445,
2602517880,Convis township,Michigan,,,,,,,,,,,,1517,
3918546,Convoy village,Ohio,,,,,,,,,,,,976,
4215872,Conway borough,Pennsylvania,,,,,,,,,,,,2105,
1915960,Conway city,Iowa,,,,,,,,,,,,31,
2916192,Conway city,Missouri,,,,,,,,,,,,722,
3815820,Conway city,North Dakota,,,,,,,,,,,,13,
4516405,Conway city,South Carolina,,,,,,,,,,,,25121,
5029,Conway County,Arkansas,,,,,,,,,,,,11976,
2015325,Conway Springs city,Kansas,,,,,,,,,,,,1560,
2501115200,Conway town,Massachusetts,,,,,,,,,,,,1773,
3300314660,Conway town,New Hampshire,1654,,,,,,,,,,,9981,
3714400,Conway town,North Carolina,,,,,,,,,,,,884,
1319336,Conyers city,Georgia,,,,,,,,,,,,17415,
4215888,Conyngham borough,Pennsylvania,,,,,,,,,,,,1637,
4203715880,Conyngham township,Pennsylvania,,,,,,,,,,,,914,
2713006,Cook city,Minnesota,,,,,,,,,,,,459,
13075,Cook County,Georgia,,,,,,,,,,,,8578,
27031,Cook County,Minnesota,,,,,,,,,,,,4260,
3110390,Cook village,Nebraska,,,,,,,,,,,,450,
48097,Cooke County,Texas,,,,,,,,,,,,19651,
4716920,Cookeville city,Tennessee,,,,,,,,,,,,34967,
1716210,Cooksville village,Illinois,,,,,,,,,,,,148,
4816540,Cool city,Texas,,,,,,,,,,,,122,
2916228,Cool Valley city,Missouri,,,,,,,,,,,,1175,
4208915960,Coolbaugh township,Pennsylvania,,,,,,,,,,,,20781,
3714460,Cooleemee town,North Carolina,,,,,,,,,,,,875,
1319392,Coolidge city,Georgia,,,,,,,,,,,,775,
2015400,Coolidge city,Kansas,,,,,,,,,,,,88,
4816552,Coolidge town,Texas,,,,,,,,,,,,850,
4208515992,Coolspring township,Pennsylvania,,,,,,,,,,,,2087,
3918588,Coolville village,Ohio,,,,,,,,,,,,615,
1916050,Coon Rapids city,Iowa,,,,,,,,,,,,1324,
5516900,Coon Valley village,Wisconsin,,,,,,,,,,,,914,
2607717980,Cooper charter township,Michigan,,,,,,,,,,,,10451,
29053,Cooper County,Missouri,,,,,,,,,,,,6804,
2302914100,Cooper town,Maine,,,,,,,,,,,,155,
4216056,Coopersburg borough,Pennsylvania,,,,,,,,,,,,2332,
4216080,Cooperstown borough,Pennsylvania,,,,,,,,,,,,373,
3815900,Cooperstown city,North Dakota,,,,,,,,,,,,803,
3618047,Cooperstown village,New York,,,,,,,,,,,,2034,
2618020,Coopersville city,Michigan,,,,,,,,,,,,4804,
4017050,Cooperton town,Oklahoma,,,,,,,,,,,,5,
4716980,Coopertown town,Tennessee,,,,,,,,,,,,4536,
41011,Coos County,Oregon,,,,,,,,,,,,26204,
1037,Coosa County,Alabama,,,,,,,,,,,,8607,
117176,Coosada town,Alabama,,,,,,,,,,,,1088,
2916336,Cooter city,Missouri,,,,,,,,,,,,343,
3602118102,Copake town,New York,,,,,,,,,,,,3353,
4017100,Copan town,Oklahoma,,,,,,,,,,,,886,
4516720,Cope town,South Carolina,,,,,,,,,,,,28,
2015475,Copeland city,Kansas,,,,,,,,,,,,452,
2618040,Copemish village,Michigan,,,,,,,,,,,,191,
3618135,Copenhagen village,New York,,,,,,,,,,,,723,
28029,Copiah County,Mississippi,,,,,,,,,,,,17534,
4216128,Coplay borough,Pennsylvania,,,,,,,,,,,,3390,
4816636,Copper Canyon town,Texas,,,,,,,,,,,,2125,
2618080,Copper City village,Michigan,,,,,,,,,,,,229,
2066,Copper River Census Area,Alaska,,,,,,,,,,,,2614,
4717000,Copperhill city,Tennessee,,,,,,,,,,,,401,
4915720,Copperton metro township,Utah,,,,,,,,,,,,1017,
1916140,Coppock city,Iowa,,,,,,,,,,,,23,
7220310,Coquí comunidad,Puerto Rico,,,,,,,,,,,,2968,
4216144,Coraopolis borough,Pennsylvania,,,,,,,,,,,,5510,
7220353,Corazón comunidad,Puerto Rico,,,,,,,,,,,,2280,
2117362,Corbin city,Kentucky,,,,,,,,,,,,8611,
3415160,Corbin City city,New Jersey,,,,,,,,,,,,697,
2713168,Corcoran city,Minnesota,,,,,,,,,,,,6549,
7220482,Corcovado comunidad,Puerto Rico,,,,,,,,,,,,1305,
1319616,Cordele city,Georgia,,,,,,,,,,,,10210,
2916408,Corder city,Missouri,,,,,,,,,,,,595,
117368,Cordova city,Alabama,,,,,,,,,,,,1971,
217410,Cordova city,Alaska,,,,,,,,,,,,2507,
4516855,Cordova town,South Carolina,,,,,,,,,,,,214,
1716366,Cordova village,Illinois,,,,,,,,,,,,651,
3110495,Cordova village,Nebraska,,,,,,,,,,,,110,
3618201,Corfu village,New York,,,,,,,,,,,,852,
2301914310,Corinna town,Maine,,,,,,,,,,,,1925,
4915830,Corinne city,Utah,,,,,,,,,,,,777,
2117434,Corinth city,Kentucky,,,,,,,,,,,,277,
2815700,Corinth city,Mississippi,,,,,,,,,,,,14520,
515310,Corinth town,Arkansas,,,,,,,,,,,,39,
2301914380,Corinth town,Maine,,,,,,,,,,,,2916,
3609118223,Corinth town,New York,,,,,,,,,,,,6545,
5001715700,Corinth town,Vermont,,,,,,,,,,,,1567,
3618212,Corinth village,New York,,,,,,,,,,,,2569,
4017300,Corn town,Oklahoma,,,,,,,,,,,,601,
1319728,Cornelia city,Georgia,,,,,,,,,,,,4648,
3714700,Cornelius town,North Carolina,,,,,,,,,,,,31396,
5517100,Cornell city,Wisconsin,,,,,,,,,,,,1395,
1716405,Cornell village,Illinois,,,,,,,,,,,,439,
4717180,Cornersville town,Tennessee,,,,,,,,,,,,1756,
515460,Corning city,Arkansas,,,,,,,,,,,,3202,
1916500,Corning city,Iowa,,,,,,,,,,,,1592,
2015725,Corning city,Kansas,,,,,,,,,,,,163,
3618256,Corning city,New York,,,,,,,,,,,,10685,
2916462,Corning town,Missouri,,,,,,,,,,,,2,
3610118267,Corning town,New York,,,,,,,,,,,,5910,
3918770,Corning village,Ohio,,,,,,,,,,,,474,
2303114485,Cornish town,Maine,,,,,,,,,,,,1881,
3301915060,Cornish town,New Hampshire,,,,,,,,,,,,1914,
4017350,Cornish town,Oklahoma,,,,,,,,,,,,132,
4915940,Cornish town,Utah,,,,,,,,,,,,236,
3110600,Cornlea village,Nebraska,,,,,,,,,,,,25,
2302514555,Cornville town,Maine,,,,,,,,,,,,1433,
4216256,Cornwall borough,Pennsylvania,,,,,,,,,,,,4578,
916017240,Cornwall town,Connecticut,,,,,,,,,,,,1315,
3607118300,Cornwall town,New York,,,,,,,,,,,,12818,
5000116000,Cornwall town,Vermont,,,,,,,,,,,,1067,
3618333,Cornwall-on-Hudson village,New York,,,,,,,,,,,,3044,
4613940,Corona town,South Dakota,,,,,,,,,,,,79,
3517680,Corona village,New Mexico,,,,,,,,,,,,90,
72047,Corozal Municipio,Puerto Rico,,,,,,,,,,,,34459,
7220783,Corozal zona urbana,Puerto Rico,,,,,,,,,,,,10019,
7220998,Corral Viejo comunidad,Puerto Rico,,,,,,,,,,,,91,
1916545,Correctionville city,Iowa,,,,,,,,,,,,810,
2713384,Correll city,Minnesota,,,,,,,,,,,,20,
4817036,Corrigan town,Texas,,,,,,,,,,,,2018,
4216296,Corry city,Pennsylvania,,,,,,,,,,,,6209,
4216304,Corsica borough,Pennsylvania,,,,,,,,,,,,413,
4613980,Corsica city,South Dakota,,,,,,,,,,,,691,
46031,Corson County,South Dakota,,,,,,,,,,,,3177,
3618388,Cortland city,New York,,,,,,,,,,,,17574,
3918812,Cortland city,Ohio,,,,,,,,,,,,7073,
36023,Cortland County,New York,,,,,,,,,,,,24134,
1716470,Cortland town,Illinois,,,,,,,,,,,,4734,
1703716483,Cortland township,Illinois,,,,,,,,,,,,11209,
3110635,Cortland village,Nebraska,,,,,,,,,,,,521,
3602318421,Cortlandville town,New York,,,,,,,,,,,,8390,
2618300,Corunna city,Michigan,,,,,,,,,,,,3057,
1815220,Corunna town,Indiana,,,,,,,,,,,,137,
3918840,Corwin village,Ohio,,,,,,,,,,,,536,
1916590,Corwith city,Iowa,,,,,,,,,,,,226,
1916635,Corydon city,Iowa,,,,,,,,,,,,1688,
2117686,Corydon city,Kentucky,,,,,,,,,,,,774,
1815256,Corydon town,Indiana,,,,,,,,,,,,3153,
4208316352,Corydon township,Pennsylvania,,,,,,,,,,,,282,
48099,Coryell County,Texas,,,,,,,,,,,,30026,
2916588,Cosby village,Missouri,,,,,,,,,,,,201,
3918868,Coshocton city,Ohio,,,,,,,,,,,,11054,
39031,Coshocton County,Ohio,,,,,,,,,,,,21898,
5314870,Cosmopolis city,Washington,,,,,,,,,,,,2255,
2713420,Cosmos city,Minnesota,,,,,,,,,,,,534,
8023,Costilla County,Colorado,,,,,,,,,,,,2573,
616560,Cotati city,California,,,,,,,,,,,,7545,
3110740,Cotesfield village,Nebraska,,,,,,,,,,,,29,
7221213,Coto Laurel comunidad,Puerto Rico,,,,,,,,,,,,2347,
7221385,Coto Norte comunidad,Puerto Rico,,,,,,,,,,,,1440,
2420050,Cottage City town,Maryland,,,,,,,,,,,,1115,
4115950,Cottage Grove city,Oregon,,,,,,,,,,,,10583,
4717340,Cottage Grove town,Tennessee,,,,,,,,,,,,57,
5517175,Cottage Grove village,Wisconsin,,,,,,,,,,,,7567,
4516990,Cottageville town,South Carolina,,,,,,,,,,,,1144,
515490,Cotter city,Arkansas,,,,,,,,,,,,1004,
1916725,Cotter city,Iowa,,,,,,,,,,,,21,
48101,Cottle County,Texas,,,,,,,,,,,,320,
2916678,Cottleville city,Missouri,,,,,,,,,,,,5584,
40033,Cotton County,Oklahoma,,,,,,,,,,,,1873,
515550,Cotton Plant city,Arkansas,,,,,,,,,,,,425,
2217915,Cotton Valley town,Louisiana,,,,,,,,,,,,713,
1214850,Cottondale town,Florida,,,,,,,,,,,,965,
2217880,Cottonport town,Louisiana,,,,,,,,,,,,1734,
1618640,Cottonwood city,Idaho,,,,,,,,,,,,1243,
2713564,Cottonwood city,Minnesota,,,,,,,,,,,,1150,
4817200,Cottonwood city,Texas,,,,,,,,,,,,371,
27033,Cottonwood County,Minnesota,,,,,,,,,,,,3225,
2015900,Cottonwood Falls city,Kansas,,,,,,,,,,,,888,
117824,Cottonwood town,Alabama,,,,,,,,,,,,1244,
4614220,Cottonwood town,South Dakota,,,,,,,,,,,,81,
5517225,Couderay village,Wisconsin,,,,,,,,,,,,119,
4216448,Coudersport borough,Pennsylvania,,,,,,,,,,,,2384,
5315080,Coulee City town,Washington,,,,,,,,,,,,503,
5315115,Coulee Dam town,Washington,,,,,,,,,,,,1334,
1916815,Coulter city,Iowa,,,,,,,,,,,,206,
1716613,Coulterville village,Illinois,,,,,,,,,,,,759,
1618820,Council city,Idaho,,,,,,,,,,,,655,
2015925,Council Grove city,Kansas,,,,,,,,,,,,2452,
4017550,Council Hill town,Oklahoma,,,,,,,,,,,,88,
1815364,Country Club Heights town,Indiana,,,,,,,,,,,,176,
2916822,Country Club Hills city,Missouri,,,,,,,,,,,,1201,
2916802,Country Club village,Missouri,,,,,,,,,,,,3191,
2916876,Country Life Acres village,Missouri,,,,,,,,,,,,93,
1716873,Countryside city,Illinois,,,,,,,,,,,,6322,
117968,County Line town,Alabama,,,,,,,,,,,,278,
5315185,Coupeville town,Washington,,,,,,,,,,,,2040,
4817312,Coupland city,Texas,,,,,,,,,,,,481,
4216568,Courtdale borough,Pennsylvania,,,,,,,,,,,,614,
3816380,Courtenay city,North Dakota,,,,,,,,,,,,53,
2016025,Courtland city,Kansas,,,,,,,,,,,,206,
2713582,Courtland city,Minnesota,,,,,,,,,,,,800,
118040,Courtland town,Alabama,,,,,,,,,,,,769,
2815980,Courtland town,Mississippi,,,,,,,,,,,,961,
5119600,Courtland town,Virginia,,,,,,,,,,,,1642,
2608118500,Courtland township,Michigan,,,,,,,,,,,,8977,
2218055,Coushatta town,Louisiana,,,,,,,,,,,,2053,
4116250,Cove city,Oregon,,,,,,,,,,,,676,
3715020,Cove City town,North Carolina,,,,,,,,,,,,633,
3618597,Cove Neck village,New York,,,,,,,,,,,,255,
515700,Cove town,Arkansas,,,,,,,,,,,,324,
3601718619,Coventry town,New York,,,,,,,,,,,,1499,
5001916150,Coventry town,Vermont,,,,,,,,,,,,951,
3609918663,Covert town,New York,,,,,,,,,,,,1980,
1320064,Covington city,Georgia,,,,,,,,,,,,14190,
1815490,Covington city,Indiana,,,,,,,,,,,,3039,
2218125,Covington city,Louisiana,,,,,,,,,,,,11444,
4717680,Covington city,Tennessee,,,,,,,,,,,,8644,
4817372,Covington city,Texas,,,,,,,,,,,,298,
5119728,Covington city,Virginia,,,,,,,,,,,,5722,
5315290,Covington city,Washington,,,,,,,,,,,,20814,
1039,Covington County,Alabama,,,,,,,,,,,,16600,
28031,Covington County,Mississippi,,,,,,,,,,,,14806,
3612118696,Covington town,New York,,,,,,,,,,,,1367,
4017700,Covington town,Oklahoma,,,,,,,,,,,,392,
3919050,Covington village,Ohio,,,,,,,,,,,,2561,
4717700,Cowan city,Tennessee,,,,,,,,,,,,1827,
4517215,Coward town,South Carolina,,,,,,,,,,,,568,
118088,Cowarts town,Alabama,,,,,,,,,,,,2174,
1717055,Cowden village,Illinois,,,,,,,,,,,,492,
5418412,Cowen town,West Virginia,,,,,,,,,,,,589,
13077,Coweta County,Georgia,1282,,,,,,,,,,,93689,
2916984,Cowgill city,Missouri,,,,,,,,,,,,201,
3110985,Cowles village,Nebraska,,,,,,,,,,,,4,
20035,Cowley County,Kansas,,,,,,,,,,,,8729,
5617645,Cowley town,Wyoming,,,,,,,,,,,,668,
4017850,Cowlington town,Oklahoma,,,,,,,,,,,,90,
53015,Cowlitz County,Washington,,,,,,,,,,,,48343,
4517260,Cowpens town,South Carolina,,,,,,,,,,,,1862,
3603918729,Coxsackie town,New York,,,,,,,,,,,,8323,
3618718,Coxsackie village,New York,,,,,,,,,,,,2766,
515790,Coy town,Arkansas,,,,,,,,,,,,73,
4017950,Coyle town,Oklahoma,,,,,,,,,,,,600,
4817429,Coyote Flats city,Texas,,,,,,,,,,,,337,
2016150,Coyville city,Kansas,,,,,,,,,,,,50,
3111020,Cozad city,Nebraska,,,,,,,,,,,,3943,
2117956,Crab Orchard city,Kentucky,,,,,,,,,,,,796,
4717840,Crab Orchard city,Tennessee,,,,,,,,,,,,868,
3111055,Crab Orchard village,Nebraska,,,,,,,,,,,,27,
4216848,Crafton borough,Pennsylvania,,,,,,,,,,,,6044,
5001916300,Craftsbury town,Vermont,,,,,,,,,,,,1203,
3919106,Craig Beach village,Ohio,,,,,,,,,,,,1512,
217740,Craig city,Alaska,,,,,,,,,,,,1073,
1916950,Craig city,Iowa,,,,,,,,,,,,66,
2917056,Craig city,Missouri,,,,,,,,,,,,92,
40035,Craig County,Oklahoma,,,,,,,,,,,,7446,
51045,Craig County,Virginia,,,,,,,,,,,,4770,
3111090,Craig village,Nebraska,,,,,,,,,,,,143,
5031,Craighead County,Arkansas,,,,,,,,,,,,18720,
1619270,Craigmont city,Idaho,,,,,,,,,,,,501,
5119904,Craigsville town,Virginia,,,,,,,,,,,,931,
1717185,Crainville village,Illinois,,,,,,,,,,,,1439,
2300914905,Cranberry Isles town,Maine,,,,,,,,,,,,152,
4201916920,Cranberry township,Pennsylvania,1975,,,,,,,,,,,33164,
3402315550,Cranbury township,New Jersey,,,,,,,,,,,,4048,
1815634,Crandall town,Indiana,,,,,,,,,,,,235,
5517425,Crandon city,Wisconsin,,,,,,,,,,,,1519,
2917074,Crane city,Missouri,,,,,,,,,,,,1470,
48103,Crane County,Texas,,,,,,,,,,,,1200,
1815652,Crane town,Indiana,,,,,,,,,,,,275,
4216960,Cranesville borough,Pennsylvania,,,,,,,,,,,,800,
4817540,Cranfills Gap city,Texas,,,,,,,,,,,,307,
3816580,Crary city,North Dakota,,,,,,,,,,,,107,
37049,Craven County,North Carolina,,,,,,,,,,,,43881,
1320288,Crawford city,Georgia,,,,,,,,,,,,1019,
3111195,Crawford city,Nebraska,,,,,,,,,,,,962,
5033,Crawford County,Arkansas,,,,,,,,,,,,25555,
13079,Crawford County,Georgia,,,,,,,,,,,,11319,
17033,Crawford County,Illinois,,,,,,,,,,,,8012,
18025,Crawford County,Indiana,,,,,,,,,,,,8282,
19047,Crawford County,Iowa,,,,,,,,,,,,4055,
20037,Crawford County,Kansas,,,,,,,,,,,,9133,
26039,Crawford County,Michigan,,,,,,,,,,,,11136,
29055,Crawford County,Missouri,,,,,,,,,,,,14705,
39033,Crawford County,Ohio,,,,,,,,,,,,13866,
55023,Crawford County,Wisconsin,,,,,,,,,,,,7696,
817925,Crawford town,Colorado,,,,,,,,,,,,459,
2302914940,Crawford town,Maine,,,,,,,,,,,,101,
2816420,Crawford town,Mississippi,,,,,,,,,,,,415,
3607118916,Crawford town,New York,,,,,,,,,,,,9124,
1815742,Crawfordsville city,Indiana,,,,,,,,,,,,16335,
1917130,Crawfordsville city,Iowa,,,,,,,,,,,,367,
515940,Crawfordsville town,Arkansas,,,,,,,,,,,,478,
1320316,Crawfordville city,Georgia,,,,,,,,,,,,589,
1717289,Creal Springs city,Illinois,,,,,,,,,,,,425,
2713708,Credit River city,Minnesota,,,,,,,,,,,,5508,
3715320,Creedmoor city,North Carolina,,,,,,,,,,,,4871,
4817612,Creedmoor city,Texas,,,,,,,,,,,,407,
4217024,Creekside borough,Pennsylvania,,,,,,,,,,,,278,
2118270,Creekside city,Kentucky,,,,,,,,,,,,364,
2917164,Creighton city,Missouri,,,,,,,,,,,,329,
3111230,Creighton city,Nebraska,,,,,,,,,,,,1241,
1041,Crenshaw County,Alabama,,,,,,,,,,,,8764,
2816460,Crenshaw town,Mississippi,,,,,,,,,,,,864,
118304,Creola city,Alabama,,,,,,,,,,,,2428,
2218295,Creola village,Louisiana,,,,,,,,,,,,257,
4614580,Cresbard town,South Dakota,,,,,,,,,,,,124,
